Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,XBH,GIDP,SO,HBP,AB,R,CS,H,BB,3B,SF,HR,SB,SH,IBB,2B,PA,TB,RBI,CG,SV,SHO,GF,DEC,TBF,ER,GS,WP,IP,ERA,Pitches Thrown,Pitching Outs,Actual Stat,Hit
javier baez,IF,DET,Hitter Strikeouts,0.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
javier baez,IF,DET,Hits+Runs+RBIs,1.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
riley greene,OF,DET,Hits+Runs+RBIs,1.5,CIN,base,Sun 12:05 PM,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,1.0,0
spencer torkelson,IF,DET,Runs,0.5,CIN,base,Sun 12:05 PM,0,0,0,1,2,1,0,1,2,0,0,0,0,0,1,0,5,1,0,,,,,,,,,,,,0,0,1.0,1
tj friedl,OF,CIN,Hits+Runs+RBIs,1.5,DET,base,Sun 12:05 PM,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,5,1,0,,,,,,,,,,,,0,0,2.0,1
zach mckinstry,IF,DET,Hitter Strikeouts,0.5,CIN,base,Sun 12:05 PM,0,0,2,0,5,1,0,1,0,0,0,0,1,0,0,0,5,1,0,,,,,,,,,,,,0,0,2.0,1
elly de la cruz,IF,CIN,Hits+Runs+RBIs,1.5,DET,base,Sun 12:05 PM,1,1,1,0,4,2,0,1,1,0,0,1,0,0,0,0,5,4,1,,,,,,,,,,,,0,0,4.0,1
christian encarnacion-strand,IF,CIN,Hits+Runs+RBIs,1.5,DET,base,Sun 12:05 PM,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,0,0,1.0,0
wenceel perez,OF,DET,Hitter Strikeouts,0.5,CIN,base,Sun 12:05 PM,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,4,1,1,,,,,,,,,,,,0,0,0.0,0
wenceel perez,OF,DET,Hits+Runs+RBIs,1.5,CIN,base,Sun 12:05 PM,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,4,1,1,,,,,,,,,,,,0,0,2.0,1
gleyber torres,IF,DET,Walks,0.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
gleyber torres,IF,DET,Runs,0.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
jahmai jones,OF,DET,Runs,0.5,CIN,base,Sun 12:05 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
javier baez,IF,DET,Hitter Fantasy Score,3.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,2.0,0
riley greene,OF,DET,Hitter Fantasy Score,6.5,CIN,base,Sun 12:05 PM,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,4.0,0
spencer torkelson,IF,DET,Hitter Fantasy Score,4.5,CIN,base,Sun 12:05 PM,0,0,0,1,2,1,0,1,2,0,0,0,0,0,1,0,5,1,0,,,,,,,,,,,,0,0,11.0,1
tj friedl,OF,CIN,Hitter Fantasy Score,5.5,DET,base,Sun 12:05 PM,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,5,1,0,,,,,,,,,,,,0,0,9.0,1
will benson,OF,CIN,Hitter Fantasy Score,4.5,DET,base,Sun 12:05 PM,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,2.0,0
spencer steer,IF,CIN,Hitter Fantasy Score,4.5,DET,base,Sun 12:05 PM,1,0,1,0,4,1,0,1,0,0,0,1,0,0,0,0,4,4,1,,,,,,,,,,,,0,0,14.0,1
zach mckinstry,IF,DET,Hitter Fantasy Score,4.5,CIN,base,Sun 12:05 PM,0,0,2,0,5,1,0,1,0,0,0,0,1,0,0,0,5,1,0,,,,,,,,,,,,0,0,10.0,1
matt mclain,IF,CIN,Hitter Fantasy Score,3.5,DET,base,Sun 12:05 PM,1,0,1,0,4,1,0,1,0,0,0,1,0,0,0,0,4,4,3,,,,,,,,,,,,0,0,18.0,1
elly de la cruz,IF,CIN,Hitter Fantasy Score,7.5,DET,base,Sun 12:05 PM,1,1,1,0,4,2,0,1,1,0,0,1,0,0,0,0,5,4,1,,,,,,,,,,,,0,0,18.0,1
parker meadows,OF,DET,Hitter Fantasy Score,3.5,CIN,base,Sun 12:05 PM,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
dillon dingler,C,DET,Hitter Fantasy Score,5.0,CIN,base,Sun 12:05 PM,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
gleyber torres,IF,DET,Hitter Fantasy Score,6.5,CIN,base,Sun 12:05 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
bo bichette,IF,TOR,Hits+Runs+RBIs,1.5,PHI,base,Sun 1:35 PM,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,1.0,0
kyle schwarber,DH,PHI,Hits+Runs+RBIs,1.5,TOR,base,Sun 1:35 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
kyle schwarber,DH,PHI,Runs,0.5,TOR,base,Sun 1:35 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
kyle schwarber,DH,PHI,Walks,0.5,TOR,base,Sun 1:35 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
nick castellanos,OF,PHI,Hits+Runs+RBIs,1.5,TOR,base,Sun 1:35 PM,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,1.0,0
jt realmuto,C,PHI,Hits+Runs+RBIs,1.5,TOR,base,Sun 1:35 PM,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
alejandro kirk,C,TOR,Hitter Strikeouts,0.5,PHI,base,Sun 1:35 PM,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,1.0,1
bryson stott,IF,PHI,Hitter Strikeouts,0.5,TOR,base,Sun 1:35 PM,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,4,1,1,,,,,,,,,,,,0,0,0.0,0
trea turner,IF,PHI,Runs,0.5,TOR,base,Sun 1:35 PM,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
alan roden,OF,TOR,Hits,0.5,PHI,base,Sun 1:35 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
alan roden,OF,TOR,Total Bases,0.5,PHI,base,Sun 1:35 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
jonatan clase,OF,TOR,Hits+Runs+RBIs,0.5,PHI,base,Sun 1:35 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
ronald acuna,OF,ATL,Hits+Runs+RBIs,2.5,COL,base,Sun 1:35 PM,1,0,0,0,3,3,0,2,1,0,0,1,0,0,0,0,4,5,2,,,,,,,,,,,,0,0,7.0,1
matt olson,IF,ATL,Runs,0.5,COL,base,Sun 1:35 PM,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,4,1,1,,,,,,,,,,,,0,0,0.0,0
marcell ozuna,DH,ATL,Runs,0.5,COL,base,Sun 1:35 PM,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
michael harris,OF,ATL,Hits+Runs+RBIs,1.5,COL,base,Sun 1:35 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
michael harris,OF,ATL,Hitter Strikeouts,0.5,COL,base,Sun 1:35 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,1.0,1
sam hilliard,OF,COL,Hitter Strikeouts,1.5,ATL,base,Sun 1:35 PM,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,3.0,1
sean murphy,C,ATL,Hits+Runs+RBIs,1.5,COL,base,Sun 1:35 PM,0,0,1,0,3,1,0,2,1,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0,0,3.0,1
eli white,OF,ATL,Hits+Runs+RBIs,1.5,COL,base,Sun 1:35 PM,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,0,0,2.0,1
keston hiura,IF,COL,Total Bases,0.5,ATL,base,Sun 1:35 PM,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,1.0,1
keston hiura,IF,COL,Hits+Runs+RBIs,0.5,ATL,base,Sun 1:35 PM,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,2.0,1
ryan ritter,IF,COL,Hits,0.5,ATL,base,Sun 1:35 PM,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
ryan ritter,IF,COL,Total Bases,0.5,ATL,base,Sun 1:35 PM,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
rafael devers,IF,BOS,Hits+Runs+RBIs,1.5,NYY,base,Sun 1:35 PM,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
aaron judge,OF,NYY,Total Bases,1.5,BOS,base,Sun 1:35 PM,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
aaron judge,OF,NYY,Hits+Runs+RBIs,2.5,BOS,base,Sun 1:35 PM,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
dj lemahieu,IF,NYY,Hits+Runs+RBIs,1.5,BOS,base,Sun 1:35 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
dj lemahieu,IF,NYY,Hitter Strikeouts,0.5,BOS,base,Sun 1:35 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,1.0,1
jarren duran,OF,BOS,Hits+Runs+RBIs,1.5,NYY,base,Sun 1:35 PM,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
austin wells,C,NYY,Hits+Runs+RBIs,1.5,BOS,base,Sun 1:35 PM,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,4,1,1,,,,,,,,,,,,0,0,2.0,1
trent grisham,OF,NYY,Runs,0.5,BOS,base,Sun 1:35 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
trent grisham,OF,NYY,Hits+Runs+RBIs,1.5,BOS,base,Sun 1:35 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
