Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,G,W,L,ERA,SO,K/9,BB/9,K/BB,HR/9,H/9,FG_ID,K%,BB%,K-BB%,AVG Against,WHIP,BABIP,LOB%,ERA-,FIP-,FIP,Four Seamer,Sinker,Curveball,Sweeper,Changeup,Cutter,Slider,Split Finger,Knuckle Curve,Slow Curve,Slurve,Heart_Count,Heart_Pct,Shadow_Count,Shadow_Pct,Chase_Count,Chase_Pct,Waste_Count,Waste_Pct,15_day_fastball_velo,15_day_fastball_spin,15_day_hard_hit_pct,15_day_barrel_pct,15_day_gb_pct,15_day_fb_pct,15_day_ld_pct,30_day_fastball_velo,30_day_fastball_spin,30_day_hard_hit_pct,30_day_barrel_pct,30_day_gb_pct,30_day_fb_pct,30_day_ld_pct,DEC,TBF,ER,IP,SHO,ERA_y,GF,CG,GS,WP,SV,Pitches Thrown,Pitching Outs,Actual Stat,Hit
dylan cease,P,SD,Pitcher Strikeouts,6.0,LAD,base,Tue 9:40 PM,13,1,5,4.72,85,11.14,3.15,3.54,1.05,8.65,18525.0,29.1%,8.2%,20.9%,0.247,1.31,0.333,66.4%,122.0,82.0,3.2,37.7%,2.1%,,0.8%,2.8%,,49.4%,,7.2%,,,286.0,0.238,509.0,0.424,283.0,0.236,122.0,0.102,97.27,2542.0,0.407,0.0,0.37,0.333,0.259,97.02,2514.0,0.4,0.0,0.415,0.277,0.246,W,29.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,21.0,11.0,1.0
dylan cease,P,SD,Pitcher Fantasy Score,30.5,LAD,base,Tue 9:40 PM,13,1,5,4.72,85,11.14,3.15,3.54,1.05,8.65,18525.0,29.1%,8.2%,20.9%,0.247,1.31,0.333,66.4%,122.0,82.0,3.2,37.7%,2.1%,,0.8%,2.8%,,49.4%,,7.2%,,,286.0,0.238,509.0,0.424,283.0,0.236,122.0,0.102,97.27,2542.0,0.407,0.0,0.37,0.333,0.259,97.02,2514.0,0.4,0.0,0.415,0.277,0.246,W,29.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,21.0,64.0,1.0
dylan cease,P,SD,Pitching Outs,16.5,LAD,base,Tue 9:40 PM,13,1,5,4.72,85,11.14,3.15,3.54,1.05,8.65,18525.0,29.1%,8.2%,20.9%,0.247,1.31,0.333,66.4%,122.0,82.0,3.2,37.7%,2.1%,,0.8%,2.8%,,49.4%,,7.2%,,,286.0,0.238,509.0,0.424,283.0,0.236,122.0,0.102,97.27,2542.0,0.407,0.0,0.37,0.333,0.259,97.02,2514.0,0.4,0.0,0.415,0.277,0.246,W,29.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,21.0,21.0,1.0
dylan cease,P,SD,Pitches Thrown,94.5,LAD,base,Tue 9:40 PM,13,1,5,4.72,85,11.14,3.15,3.54,1.05,8.65,18525.0,29.1%,8.2%,20.9%,0.247,1.31,0.333,66.4%,122.0,82.0,3.2,37.7%,2.1%,,0.8%,2.8%,,49.4%,,7.2%,,,286.0,0.238,509.0,0.424,283.0,0.236,122.0,0.102,97.27,2542.0,0.407,0.0,0.37,0.333,0.259,97.02,2514.0,0.4,0.0,0.415,0.277,0.246,W,29.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,21.0,103.0,1.0
dylan cease,P,SD,Pitching Outs,17.0,LAD,base,Tue 9:40 PM,13,1,5,4.72,85,11.14,3.15,3.54,1.05,8.65,18525.0,29.1%,8.2%,20.9%,0.247,1.31,0.333,66.4%,122.0,82.0,3.2,37.7%,2.1%,,0.8%,2.8%,,49.4%,,7.2%,,,286.0,0.238,509.0,0.424,283.0,0.236,122.0,0.102,97.27,2542.0,0.407,0.0,0.37,0.333,0.259,97.02,2514.0,0.4,0.0,0.415,0.277,0.246,W,29.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,21.0,21.0,1.0
brandon pfaadt,P,AZ,Pitching Outs,16.5,SEA,base,Tue 9:40 PM,13,7,4,5.51,51,7.03,2.34,3.0,1.65,9.92,27782.0,17.8%,5.9%,11.9%,0.274,1.36,0.3,66.5%,135.0,129.0,4.95,32.4%,17.8%,11.0%,21.4%,17.3%,,,,,,,278.0,0.247,503.0,0.447,249.0,0.221,95.0,0.084,94.45,2506.0,0.667,0.0,0.333,0.167,0.444,93.69,2540.0,0.623,0.0,0.391,0.29,0.304,W,24.0,2.0,5.0,0.0,3.6,0.0,0.0,1.0,0.0,0.0,99.0,15.0,15.0,0.0
brandon pfaadt,P,AZ,Hits Allowed,5.5,SEA,base,Tue 9:40 PM,13,7,4,5.51,51,7.03,2.34,3.0,1.65,9.92,27782.0,17.8%,5.9%,11.9%,0.274,1.36,0.3,66.5%,135.0,129.0,4.95,32.4%,17.8%,11.0%,21.4%,17.3%,,,,,,,278.0,0.247,503.0,0.447,249.0,0.221,95.0,0.084,94.45,2506.0,0.667,0.0,0.333,0.167,0.444,93.69,2540.0,0.623,0.0,0.391,0.29,0.304,,,,,,,,,,,,,,,
brandon pfaadt,P,AZ,Pitcher Fantasy Score,25.5,SEA,base,Tue 9:40 PM,13,7,4,5.51,51,7.03,2.34,3.0,1.65,9.92,27782.0,17.8%,5.9%,11.9%,0.274,1.36,0.3,66.5%,135.0,129.0,4.95,32.4%,17.8%,11.0%,21.4%,17.3%,,,,,,,278.0,0.247,503.0,0.447,249.0,0.221,95.0,0.084,94.45,2506.0,0.667,0.0,0.333,0.167,0.444,93.69,2540.0,0.623,0.0,0.391,0.29,0.304,W,24.0,2.0,5.0,0.0,3.6,0.0,0.0,1.0,0.0,0.0,99.0,15.0,27.0,1.0
brandon pfaadt,P,AZ,Earned Runs Allowed,2.5,SEA,base,Tue 9:40 PM,13,7,4,5.51,51,7.03,2.34,3.0,1.65,9.92,27782.0,17.8%,5.9%,11.9%,0.274,1.36,0.3,66.5%,135.0,129.0,4.95,32.4%,17.8%,11.0%,21.4%,17.3%,,,,,,,278.0,0.247,503.0,0.447,249.0,0.221,95.0,0.084,94.45,2506.0,0.667,0.0,0.333,0.167,0.444,93.69,2540.0,0.623,0.0,0.391,0.29,0.304,W,24.0,2.0,5.0,0.0,3.6,0.0,0.0,1.0,0.0,0.0,99.0,15.0,2.0,0.0
brandon pfaadt,P,AZ,Pitcher Strikeouts,4.5,SEA,base,Tue 9:40 PM,13,7,4,5.51,51,7.03,2.34,3.0,1.65,9.92,27782.0,17.8%,5.9%,11.9%,0.274,1.36,0.3,66.5%,135.0,129.0,4.95,32.4%,17.8%,11.0%,21.4%,17.3%,,,,,,,278.0,0.247,503.0,0.447,249.0,0.221,95.0,0.084,94.45,2506.0,0.667,0.0,0.333,0.167,0.444,93.69,2540.0,0.623,0.0,0.391,0.29,0.304,W,24.0,2.0,5.0,0.0,3.6,0.0,0.0,1.0,0.0,0.0,99.0,15.0,4.0,0.0
logan evans,P,SEA,Walks Allowed,1.5,AZ,base,Tue 9:40 PM,6,3,1,2.83,25,6.43,2.57,2.5,1.54,8.74,33699.0,17.4%,6.9%,10.4%,0.254,1.26,0.272,78.7%,75.0,121.0,4.73,13.4%,14.0%,10.5%,22.9%,13.2%,26.0%,,,,,,145.0,0.277,221.0,0.423,110.0,0.21,47.0,0.09,92.79,2185.0,0.5,0.0,0.409,0.273,0.273,92.96,2155.0,0.439,0.0,0.421,0.246,0.316,,,,,,,,,,,,,,,
logan evans,P,SEA,Hits Allowed,5.5,AZ,base,Tue 9:40 PM,6,3,1,2.83,25,6.43,2.57,2.5,1.54,8.74,33699.0,17.4%,6.9%,10.4%,0.254,1.26,0.272,78.7%,75.0,121.0,4.73,13.4%,14.0%,10.5%,22.9%,13.2%,26.0%,,,,,,145.0,0.277,221.0,0.423,110.0,0.21,47.0,0.09,92.79,2185.0,0.5,0.0,0.409,0.273,0.273,92.96,2155.0,0.439,0.0,0.421,0.246,0.316,,,,,,,,,,,,,,,
logan evans,P,SEA,Pitcher Fantasy Score,20.5,AZ,base,Tue 9:40 PM,6,3,1,2.83,25,6.43,2.57,2.5,1.54,8.74,33699.0,17.4%,6.9%,10.4%,0.254,1.26,0.272,78.7%,75.0,121.0,4.73,13.4%,14.0%,10.5%,22.9%,13.2%,26.0%,,,,,,145.0,0.277,221.0,0.423,110.0,0.21,47.0,0.09,92.79,2185.0,0.5,0.0,0.409,0.273,0.273,92.96,2155.0,0.439,0.0,0.421,0.246,0.316,L,23.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,87.0,15.0,18.0,0.0
logan evans,P,SEA,Pitcher Strikeouts,3.0,AZ,base,Tue 9:40 PM,6,3,1,2.83,25,6.43,2.57,2.5,1.54,8.74,33699.0,17.4%,6.9%,10.4%,0.254,1.26,0.272,78.7%,75.0,121.0,4.73,13.4%,14.0%,10.5%,22.9%,13.2%,26.0%,,,,,,145.0,0.277,221.0,0.423,110.0,0.21,47.0,0.09,92.79,2185.0,0.5,0.0,0.409,0.273,0.273,92.96,2155.0,0.439,0.0,0.421,0.246,0.316,L,23.0,4.0,5.0,0.0,7.2,0.0,0.0,1.0,0.0,0.0,87.0,15.0,5.0,1.0
