Player,Position,Team,Prop Type,Prop Value,Opposing Team,Stadium,Game-Time Temp (°F),Game-Time Humidity (%),Game-Time Wind Speed (mph),Game-Time Wind Dir (°),Game-Time Effect on Hitters,Odds Category,Start Time,Full Opposing Team,Opposing Pitcher,Pitcher Handedness,G_vs_rhp,AB_vs_rhp,H_vs_rhp,HR_vs_rhp,RBI_vs_rhp,PA_vs_rhp,AVG_vs_rhp,OBP_vs_rhp,SLG_vs_rhp,OPS_vs_rhp,G_vs_rhp_5,AB_vs_rhp_5,H_vs_rhp_5,HR_vs_rhp_5,RBI_vs_rhp_5,PA_vs_rhp_5,AVG_vs_rhp_5,OBP_vs_rhp_5,SLG_vs_rhp_5,OPS_vs_rhp_5,G_vs_rhp_10,AB_vs_rhp_10,H_vs_rhp_10,HR_vs_rhp_10,RBI_vs_rhp_10,PA_vs_rhp_10,AVG_vs_rhp_10,OBP_vs_rhp_10,SLG_vs_rhp_10,OPS_vs_rhp_10,G_vs_rhp_15,AB_vs_rhp_15,H_vs_rhp_15,HR_vs_rhp_15,RBI_vs_rhp_15,PA_vs_rhp_15,AVG_vs_rhp_15,OBP_vs_rhp_15,SLG_vs_rhp_15,OPS_vs_rhp_15,BB%_vs_rhp,K%_vs_rhp,BB/K_vs_rhp,ISO_vs_rhp,BABIP_vs_rhp,wOBA_vs_rhp,wRC+_vs_rhp,G_vs_lhp,AB_vs_lhp,H_vs_lhp,HR_vs_lhp,RBI_vs_lhp,PA_vs_lhp,AVG_vs_lhp,OBP_vs_lhp,SLG_vs_lhp,OPS_vs_lhp,G_vs_lhp_5,AB_vs_lhp_5,H_vs_lhp_5,HR_vs_lhp_5,RBI_vs_lhp_5,PA_vs_lhp_5,AVG_vs_lhp_5,OBP_vs_lhp_5,SLG_vs_lhp_5,OPS_vs_lhp_5,G_vs_lhp_10,AB_vs_lhp_10,H_vs_lhp_10,HR_vs_lhp_10,RBI_vs_lhp_10,PA_vs_lhp_10,AVG_vs_lhp_10,OBP_vs_lhp_10,SLG_vs_lhp_10,OPS_vs_lhp_10,G_vs_lhp_15,AB_vs_lhp_15,H_vs_lhp_15,HR_vs_lhp_15,RBI_vs_lhp_15,PA_vs_lhp_15,AVG_vs_lhp_15,OBP_vs_lhp_15,SLG_vs_lhp_15,OPS_vs_lhp_15,BB%_vs_lhp,K%_vs_lhp,BB/K_vs_lhp,ISO_vs_lhp,BABIP_vs_lhp,wOBA_vs_lhp,wRC+_vs_lhp,EV,Barrel%,Hard Hit %,xBA,xwOBA,Heart_Swing,Heart_Take,Heart_Run,Shadow_Swing,Shadow_Take,Shadow_Run,Chase_Swing,Chase_Take,Chase_Run,Waste_Swing,Waste_Take,Waste_Run,4seam_fastball_HardHit%,changeup_HardHit%,curveball_HardHit%,cutter_HardHit%,sinker_HardHit%,slider_HardHit%,sweeper_HardHit%,4seam_fastball_RV100,changeup_RV100,curveball_RV100,cutter_RV100,sinker_RV100,slider_RV100,sweeper_RV100,4seam_fastball_wOBA,changeup_wOBA,curveball_wOBA,cutter_wOBA,sinker_wOBA,slider_wOBA,sweeper_wOBA,4seam_fastball_xwOBA,changeup_xwOBA,curveball_xwOBA,cutter_xwOBA,sinker_xwOBA,slider_xwOBA,sweeper_xwOBA,Team Name,Weather Team Name,Park_Factor_Basic,Park_Factor_1B,Park_Factor_2B,Park_Factor_3B,Park_Factor_HR,Park_Factor_SO,Park_Factor_BB,Park_Factor_GB,Park_Factor_FB,Park_Factor_LD,Park_Factor_IFFB,Park_Factor_FIP,TB,AB,IBB,XBH,H,CS,BB,RBI,HBP,SB,2B,R,SH,PA,SO,3B,SF,GIDP,HR,Actual Stat,Hit
willy adames,IF,SF,Hitter Fantasy Score,8.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,66,181,41,5,24,210,0.227,0.321,0.376,0.696,5,11,2,0,1,13,0.182,0.231,0.273,0.503,10,20,3,0,1,28,0.15,0.357,0.2,0.557,15,38,6,0,2,48,0.158,0.298,0.184,0.482,11.9%,25.2%,0.47,0.149,0.288,0.309,98.0,39,70,10,2,7,79,0.143,0.203,0.243,0.445,5,7,2,2,5,9,0.286,0.222,1.143,1.365,10,16,2,2,5,20,0.125,0.2,0.5,0.7,15,24,4,2,5,29,0.167,0.241,0.458,0.7,7.6%,29.1%,0.26,0.1,0.167,0.2,24.0,88.3,11.0%,42.0%,0.211,0.302,224.0,81.0,-4.0,246.0,256.0,-10.0,64.0,198.0,5.0,2.0,94.0,6.0,53.8,,,,24.1,31.8,,-0.2,,,,0.7,-0.6,,0.321,,,,0.337,0.273,,0.376,,,,0.296,0.269,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,7,4,0,2,3,0,0,3,0,0,1,3,0,5,0,0,1,0,1,30.0,1
thairo estrada,IF,COL,Hitter Fantasy Score,6.5,SF,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Giants,hayden birdsong,right,10,35,9,0,4,36,0.257,0.25,0.343,0.593,5,19,4,0,1,19,0.211,0.211,0.263,0.474,10,35,9,0,4,36,0.257,0.25,0.343,0.593,15,53,13,0,6,54,0.245,0.241,0.302,0.543,0.0%,16.7%,0.0,0.086,0.3,0.254,45.0,3,6,0,0,1,7,0.0,0.143,0.0,0.143,5,9,1,0,2,10,0.111,0.2,0.111,0.311,10,21,1,0,2,22,0.048,0.091,0.048,0.139,15,29,2,0,4,31,0.069,0.129,0.103,0.232,0.0%,14.3%,0.0,0.0,0.0,0.104,-58.0,87.0,2.9%,25.7%,0.209,0.228,37.0,9.0,-2.0,41.0,27.0,-2.0,9.0,17.0,0.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockies,Rockies,113,108,110,135,107,96,100,107,97,109,93,105,1,5,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,7.0,1
dominic smith,IF,SF,Hitter Fantasy Score,6.5,COL,Coors Field,85.44,30,5.64,98,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 3:10 PM,Rockies,antonio senzatela,right,7,16,5,0,4,19,0.313,0.316,0.375,0.691,5,10,2,0,2,13,0.2,0.231,0.2,0.431,10,23,7,0,4,26,0.304,0.308,0.391,0.699,15,37,10,0,4,42,0.27,0.31,0.351,0.661,5.3%,21.1%,0.25,0.063,0.357,0.29,86.0,4,5,0,0,0,5,0.0,0.0,0.0,0.0,5,6,0,0,0,6,0.0,0.0,0.0,0.0,10,10,0,0,0,11,0.0,0.091,0.0,0.091,15,17,1,0,1,18,0.059,0.111,0.118,0.229,0.0%,20.0%,0.0,0.0,0.0,0.0,-100.0,83.9,0.0%,16.7%,0.223,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giants,Rockies,97,101,103,112,91,98,98,103,97,97,93,96,6,4,0,1,3,0,1,3,0,0,0,2,0,5,1,0,0,0,1,28.0,1
spencer torkelson,IF,DET,Hits+Runs+RBIs,1.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,62,171,39,9,29,196,0.228,0.321,0.45,0.772,5,15,6,1,3,15,0.4,0.4,0.667,1.067,10,27,6,1,3,28,0.222,0.25,0.37,0.62,15,43,9,2,5,46,0.209,0.261,0.372,0.633,9.7%,27.0%,0.36,0.222,0.273,0.338,119.0,45,65,17,7,18,81,0.262,0.383,0.646,1.029,5,6,1,1,2,8,0.167,0.375,0.667,1.042,10,14,3,1,2,17,0.214,0.353,0.5,0.853,15,19,5,2,3,24,0.263,0.417,0.632,1.048,17.3%,19.8%,0.88,0.385,0.227,0.414,172.0,90.8,14.7%,44.7%,0.237,0.366,236.0,70.0,7.0,229.0,260.0,-10.0,32.0,199.0,9.0,4.0,79.0,5.0,58.0,44.4,,,39.0,52.4,13.3,3.3,3.1,,,-0.1,1.2,-3.0,0.458,0.455,,,0.336,0.355,0.146,0.461,0.404,,,0.393,0.326,0.152,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,1,4,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2.0,1
colton cowser,OF,BAL,Total Bases,0.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,11,35,8,3,3,37,0.229,0.27,0.514,0.785,5,15,4,1,1,15,0.267,0.267,0.533,0.8,10,32,8,3,3,33,0.25,0.273,0.563,0.835,15,45,8,3,3,47,0.178,0.213,0.4,0.613,5.4%,32.4%,0.17,0.286,0.25,0.336,119.0,8,11,1,0,0,12,0.091,0.167,0.091,0.258,5,9,1,0,0,9,0.111,0.111,0.111,0.222,10,15,2,0,0,16,0.133,0.188,0.133,0.321,15,23,3,1,1,25,0.13,0.2,0.261,0.461,0.0%,33.3%,0.0,0.0,0.143,0.135,-22.0,90.6,13.3%,46.7%,0.21,0.287,36.0,18.0,1.0,44.0,50.0,-5.0,11.0,41.0,1.0,0.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0.0,0
parker meadows,OF,DET,Hits+Runs+RBIs,1.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,8,27,4,0,0,32,0.148,0.281,0.259,0.541,5,16,2,0,0,17,0.125,0.176,0.125,0.301,10,32,5,0,0,38,0.156,0.289,0.281,0.571,15,44,8,1,1,50,0.182,0.28,0.341,0.621,15.6%,25.0%,0.63,0.111,0.211,0.254,60.0,3,4,1,0,0,4,0.25,0.25,0.25,0.5,5,6,2,0,0,8,0.333,0.5,0.5,1.0,10,18,7,0,0,20,0.389,0.45,0.5,0.95,15,28,9,0,0,30,0.321,0.367,0.393,0.76,0.0%,0.0%,0.0,0.0,0.25,0.222,38.0,91.4,8.7%,34.8%,0.25,0.354,20.0,8.0,-2.0,38.0,37.0,-2.0,7.0,29.0,1.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0.0,0
colt keith,IF,DET,Hits+Runs+RBIs,1.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,57,142,37,4,18,164,0.261,0.354,0.43,0.783,5,10,2,0,1,12,0.2,0.333,0.3,0.633,10,26,9,0,3,29,0.346,0.414,0.423,0.837,15,45,15,0,6,48,0.333,0.375,0.511,0.886,12.8%,20.7%,0.62,0.169,0.314,0.346,124.0,22,32,5,0,1,35,0.156,0.229,0.188,0.416,5,7,1,0,0,7,0.143,0.143,0.286,0.429,10,13,3,0,1,14,0.231,0.286,0.308,0.593,15,23,5,0,1,24,0.217,0.25,0.261,0.511,8.6%,25.7%,0.33,0.031,0.217,0.197,20.0,88.3,10.6%,39.4%,0.267,0.359,143.0,69.0,-2.0,158.0,171.0,-5.0,32.0,138.0,5.0,0.0,47.0,3.0,61.1,38.1,,,33.3,,,0.9,0.8,,,-1.2,,,0.367,0.339,,,0.28,,,0.431,0.352,,,0.351,,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0
coby mayo,IF,BAL,Total Bases,0.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,11,28,4,0,1,30,0.143,0.2,0.179,0.379,5,10,2,0,0,11,0.2,0.273,0.3,0.573,10,27,4,0,1,29,0.148,0.207,0.185,0.392,15,40,6,0,1,42,0.15,0.19,0.175,0.365,6.7%,30.0%,0.22,0.036,0.211,0.177,8.0,4,6,1,0,0,7,0.167,0.286,0.167,0.452,5,8,1,0,0,9,0.125,0.222,0.125,0.347,10,12,1,0,0,14,0.083,0.214,0.083,0.298,15,20,3,0,0,24,0.15,0.292,0.15,0.442,14.3%,28.6%,0.5,0.0,0.25,0.226,42.0,90.1,4.3%,47.8%,0.19,0.24,25.0,16.0,-4.0,34.0,25.0,-1.0,10.0,25.0,1.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0
coby mayo,IF,BAL,Hits+Runs+RBIs,0.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,11,28,4,0,1,30,0.143,0.2,0.179,0.379,5,10,2,0,0,11,0.2,0.273,0.3,0.573,10,27,4,0,1,29,0.148,0.207,0.185,0.392,15,40,6,0,1,42,0.15,0.19,0.175,0.365,6.7%,30.0%,0.22,0.036,0.211,0.177,8.0,4,6,1,0,0,7,0.167,0.286,0.167,0.452,5,8,1,0,0,9,0.125,0.222,0.125,0.347,10,12,1,0,0,14,0.083,0.214,0.083,0.298,15,20,3,0,0,24,0.15,0.292,0.15,0.442,14.3%,28.6%,0.5,0.0,0.25,0.226,42.0,90.1,4.3%,47.8%,0.19,0.24,25.0,16.0,-4.0,34.0,25.0,-1.0,10.0,25.0,1.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,0,2,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0
gleyber torres,IF,DET,Hits+Runs+RBIs,1.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,54,150,38,2,19,179,0.253,0.363,0.313,0.676,5,15,7,0,1,16,0.467,0.5,0.467,0.967,10,32,9,0,3,36,0.281,0.361,0.281,0.642,15,46,12,0,3,54,0.261,0.37,0.261,0.631,13.4%,13.4%,1.0,0.06,0.286,0.313,102.0,35,52,17,3,11,61,0.327,0.426,0.615,1.042,5,6,1,0,0,7,0.167,0.286,0.333,0.619,10,12,2,0,1,17,0.167,0.412,0.333,0.745,15,19,4,0,1,25,0.211,0.4,0.368,0.768,14.8%,8.2%,1.8,0.288,0.318,0.446,194.0,90.4,10.3%,37.7%,0.298,0.398,194.0,63.0,-3.0,177.0,261.0,-7.0,21.0,188.0,13.0,1.0,83.0,5.0,47.3,,,25.0,50.0,29.6,15.4,0.2,,,1.0,2.8,-0.4,-0.1,0.345,,,0.39,0.516,0.3,0.225,0.451,,,0.412,0.482,0.284,0.236,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1.0,0
dylan carlson,OF,BAL,Hits,0.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,21,55,12,2,8,61,0.218,0.279,0.382,0.661,5,11,1,0,0,13,0.091,0.231,0.091,0.322,10,26,7,0,2,29,0.269,0.345,0.346,0.691,15,43,12,2,7,46,0.279,0.326,0.488,0.814,8.2%,29.5%,0.28,0.164,0.278,0.289,86.0,9,15,3,1,3,16,0.2,0.25,0.4,0.65,5,7,2,1,2,8,0.286,0.375,0.714,1.089,10,16,3,1,3,17,0.188,0.235,0.375,0.61,15,27,6,1,3,29,0.222,0.276,0.333,0.609,6.3%,18.8%,0.33,0.2,0.182,0.284,83.0,88.0,6.0%,20.0%,0.22,0.271,79.0,21.0,-2.0,84.0,72.0,-2.0,5.0,59.0,3.0,1.0,25.0,1.0,21.4,,,,,,,-1.0,,,,,,,0.313,,,,,,,0.258,,,,,,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,6,3,0,1,3,0,0,1,0,0,0,1,0,3,0,0,0,0,1,3.0,1
dylan carlson,OF,BAL,Total Bases,0.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,21,55,12,2,8,61,0.218,0.279,0.382,0.661,5,11,1,0,0,13,0.091,0.231,0.091,0.322,10,26,7,0,2,29,0.269,0.345,0.346,0.691,15,43,12,2,7,46,0.279,0.326,0.488,0.814,8.2%,29.5%,0.28,0.164,0.278,0.289,86.0,9,15,3,1,3,16,0.2,0.25,0.4,0.65,5,7,2,1,2,8,0.286,0.375,0.714,1.089,10,16,3,1,3,17,0.188,0.235,0.375,0.61,15,27,6,1,3,29,0.222,0.276,0.333,0.609,6.3%,18.8%,0.33,0.2,0.182,0.284,83.0,88.0,6.0%,20.0%,0.22,0.271,79.0,21.0,-2.0,84.0,72.0,-2.0,5.0,59.0,3.0,1.0,25.0,1.0,21.4,,,,,,,-1.0,,,,,,,0.313,,,,,,,0.258,,,,,,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,6,3,0,1,3,0,0,1,0,0,0,1,0,3,0,0,0,0,1,6.0,1
javier baez,IF,DET,Hitter Fantasy Score,3.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,49,136,32,5,24,142,0.235,0.268,0.397,0.665,5,16,3,0,0,16,0.188,0.188,0.188,0.375,10,30,5,0,0,30,0.167,0.167,0.167,0.333,15,42,7,0,0,42,0.167,0.167,0.19,0.357,2.1%,23.2%,0.09,0.162,0.276,0.291,86.0,31,57,20,1,7,59,0.351,0.373,0.456,0.829,5,9,4,0,2,9,0.444,0.444,0.556,1.0,10,14,6,0,3,14,0.429,0.429,0.5,0.929,15,27,10,1,6,27,0.37,0.37,0.556,0.926,3.4%,23.7%,0.14,0.105,0.452,0.364,137.0,88.5,6.2%,41.1%,0.246,0.29,115.0,53.0,-5.0,179.0,122.0,2.0,58.0,111.0,2.0,20.0,51.0,1.0,61.1,,,,40.0,44.0,,0.2,,,,-1.1,-1.2,,0.26,,,,0.359,0.29,,0.352,,,,0.271,0.321,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,2,4,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,8.0,1
riley greene,OF,DET,Hitter Fantasy Score,6.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,62,184,56,12,35,194,0.304,0.34,0.56,0.9,5,16,3,0,2,16,0.188,0.188,0.188,0.375,10,30,8,0,2,30,0.267,0.267,0.3,0.567,15,46,12,1,6,46,0.261,0.261,0.391,0.652,5.2%,29.9%,0.17,0.255,0.386,0.385,152.0,46,74,16,1,9,84,0.216,0.31,0.311,0.62,5,7,3,0,2,9,0.429,0.556,0.571,1.127,10,17,6,0,4,20,0.353,0.45,0.471,0.921,15,24,6,0,4,27,0.25,0.333,0.333,0.667,10.7%,34.5%,0.31,0.095,0.341,0.284,81.0,90.7,18.1%,47.4%,0.258,0.347,238.0,63.0,7.0,280.0,214.0,-8.0,67.0,202.0,6.0,5.0,70.0,3.0,35.7,51.7,68.4,,41.9,47.1,,0.6,-0.1,3.7,,-0.2,-0.9,,0.377,0.284,0.467,,0.342,0.288,,0.354,0.29,0.389,,0.268,0.329,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.0,0
spencer torkelson,IF,DET,Hitter Fantasy Score,5.0,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,62,171,39,9,29,196,0.228,0.321,0.45,0.772,5,15,6,1,3,15,0.4,0.4,0.667,1.067,10,27,6,1,3,28,0.222,0.25,0.37,0.62,15,43,9,2,5,46,0.209,0.261,0.372,0.633,9.7%,27.0%,0.36,0.222,0.273,0.338,119.0,45,65,17,7,18,81,0.262,0.383,0.646,1.029,5,6,1,1,2,8,0.167,0.375,0.667,1.042,10,14,3,1,2,17,0.214,0.353,0.5,0.853,15,19,5,2,3,24,0.263,0.417,0.632,1.048,17.3%,19.8%,0.88,0.385,0.227,0.414,172.0,90.8,14.7%,44.7%,0.237,0.366,236.0,70.0,7.0,229.0,260.0,-10.0,32.0,199.0,9.0,4.0,79.0,5.0,58.0,44.4,,,39.0,52.4,13.3,3.3,3.1,,,-0.1,1.2,-3.0,0.458,0.455,,,0.336,0.355,0.146,0.461,0.404,,,0.393,0.326,0.152,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,1,4,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,5.0,1
adley rutschman,C,BAL,Hitter Fantasy Score,4.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,57,152,33,6,15,173,0.217,0.306,0.382,0.688,5,10,4,1,3,13,0.4,0.462,0.8,1.262,10,29,9,2,4,33,0.31,0.364,0.552,0.915,15,42,11,2,5,49,0.262,0.347,0.452,0.799,11.4%,17.1%,0.67,0.162,0.227,0.305,97.0,39,66,17,1,4,76,0.258,0.355,0.364,0.719,5,11,3,0,0,13,0.273,0.385,0.364,0.748,10,17,5,0,0,21,0.294,0.429,0.353,0.782,15,24,10,1,3,28,0.417,0.5,0.625,1.125,12.8%,15.4%,0.83,0.103,0.309,0.328,113.0,90.8,9.6%,41.6%,0.27,0.364,183.0,89.0,-2.0,201.0,262.0,-12.0,32.0,201.0,9.0,0.0,64.0,5.0,48.4,47.1,54.5,,47.8,26.3,,-0.4,-0.5,-0.4,,2.1,0.3,,0.314,0.252,0.227,,0.383,0.341,,0.395,0.338,0.323,,0.365,0.349,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,3,4,0,1,2,0,1,0,0,0,1,2,0,5,0,0,0,0,0,14.0,1
gunnar henderson,IF,BAL,Hitter Fantasy Score,5.0,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,55,154,51,7,15,172,0.331,0.401,0.558,0.96,5,8,5,0,1,11,0.625,0.727,0.75,1.477,10,26,10,1,2,29,0.385,0.448,0.538,0.987,15,40,14,1,3,47,0.35,0.447,0.475,0.922,10.9%,24.0%,0.45,0.231,0.43,0.422,179.0,47,79,13,1,4,83,0.165,0.205,0.228,0.433,5,8,3,0,2,9,0.375,0.444,0.375,0.819,10,13,3,0,2,14,0.231,0.286,0.231,0.516,15,21,4,0,3,22,0.19,0.227,0.238,0.465,3.5%,29.4%,0.12,0.062,0.218,0.192,18.0,93.4,8.4%,54.2%,0.269,0.324,195.0,74.0,-6.0,222.0,227.0,2.0,46.0,181.0,8.0,10.0,52.0,2.0,69.0,47.4,,,45.9,41.2,,0.5,3.3,,,-1.1,-1.8,,0.377,0.388,,,0.339,0.204,,0.365,0.317,,,0.343,0.223,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,2,3,0,0,2,0,2,1,0,1,0,1,0,5,1,0,0,0,0,19.0,1
kerry carpenter,OF,DET,Hitter Fantasy Score,5.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,63,189,53,11,24,200,0.28,0.313,0.513,0.826,5,15,3,0,0,15,0.2,0.2,0.333,0.533,10,30,7,3,5,30,0.233,0.233,0.6,0.833,15,48,10,3,5,49,0.208,0.208,0.458,0.667,3.5%,19.0%,0.18,0.233,0.3,0.356,132.0,25,35,7,2,3,36,0.2,0.194,0.4,0.594,5,5,1,0,0,5,0.2,0.2,0.2,0.4,10,13,2,0,0,13,0.154,0.154,0.231,0.385,15,20,4,0,0,20,0.2,0.2,0.25,0.45,0.0%,27.8%,0.0,0.2,0.208,0.249,57.0,91.3,12.8%,46.4%,0.26,0.348,199.0,46.0,8.0,239.0,131.0,-5.0,46.0,136.0,1.0,1.0,70.0,3.0,51.9,27.0,41.2,,66.7,,,-0.2,-0.6,-0.2,,1.7,,,0.328,0.286,0.252,,0.53,,,0.375,0.246,0.268,,0.536,,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0
ryan o'hearn,IF,BAL,Hitter Fantasy Score,4.5,DET,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Tigers,tarik skubal,left,55,159,51,9,25,184,0.321,0.402,0.528,0.93,5,13,3,0,3,14,0.231,0.214,0.231,0.445,10,27,6,0,5,31,0.222,0.258,0.259,0.517,15,42,14,2,9,50,0.333,0.4,0.524,0.924,11.2%,17.0%,0.66,0.202,0.355,0.403,166.0,30,39,10,0,1,44,0.256,0.341,0.308,0.649,5,8,0,0,0,9,0.0,0.111,0.0,0.111,10,13,2,0,0,14,0.154,0.214,0.154,0.368,15,18,4,0,0,20,0.222,0.3,0.222,0.522,6.7%,20.0%,0.33,0.05,0.355,0.313,102.0,91.1,8.8%,50.6%,0.316,0.389,170.0,61.0,6.0,192.0,226.0,-2.0,44.0,147.0,4.0,2.0,57.0,4.0,55.9,42.1,,,53.6,50.0,,2.8,-1.4,,,-0.2,-0.8,,0.484,0.179,,,0.361,0.282,,0.509,0.222,,,0.395,0.246,,Orioles,Orioles,98,104,95,102,96,98,98,100,100,101,99,98,1,5,0,0,1,0,0,2,0,0,0,1,0,5,0,0,0,1,0,9.0,1
dillon dingler,C,DET,Hitter Fantasy Score,4.5,BAL,Oriole Park at Camden Yards,89.71,46,4.56,270,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Thu 6:35 PM,Orioles,keegan akin,left,49,141,39,4,18,149,0.277,0.315,0.404,0.72,5,11,1,0,1,11,0.091,0.091,0.091,0.182,10,26,6,2,7,29,0.231,0.31,0.5,0.81,15,42,10,2,8,45,0.238,0.289,0.405,0.694,3.4%,26.8%,0.13,0.128,0.361,0.317,104.0,20,42,13,2,10,42,0.31,0.31,0.571,0.881,5,8,3,0,2,8,0.375,0.375,0.375,0.75,10,22,8,1,6,22,0.364,0.364,0.591,0.955,15,34,13,2,10,34,0.382,0.382,0.706,1.088,0.0%,31.0%,0.0,0.262,0.407,0.376,146.0,89.4,8.5%,44.6%,0.275,0.33,149.0,58.0,2.0,178.0,134.0,-6.0,41.0,99.0,4.0,1.0,53.0,2.0,59.3,,,,46.4,32.3,,-0.4,,,,4.7,0.7,,0.294,,,,0.548,0.355,,0.323,,,,0.465,0.314,,Tigers,Orioles,99,100,100,123,93,98,102,100,101,101,108,99,4,4,0,1,1,0,0,1,0,0,0,1,0,4,1,0,0,0,1,14.0,1
