Player,Position,Team,Prop Type,Prop Value,Opposing Team,Stadium,Game-Time Temp (°F),Game-Time Humidity (%),Game-Time Wind Speed (mph),Game-Time Wind Dir (°),Game-Time Effect on Hitters,Odds Category,Start Time,Full Opposing Team,Opposing Pitcher,Pitcher Handedness,G_vs_rhp,AB_vs_rhp,H_vs_rhp,HR_vs_rhp,RBI_vs_rhp,PA_vs_rhp,AVG_vs_rhp,OBP_vs_rhp,SLG_vs_rhp,OPS_vs_rhp,G_vs_rhp_5,AB_vs_rhp_5,H_vs_rhp_5,HR_vs_rhp_5,RBI_vs_rhp_5,PA_vs_rhp_5,AVG_vs_rhp_5,OBP_vs_rhp_5,SLG_vs_rhp_5,OPS_vs_rhp_5,G_vs_rhp_10,AB_vs_rhp_10,H_vs_rhp_10,HR_vs_rhp_10,RBI_vs_rhp_10,PA_vs_rhp_10,AVG_vs_rhp_10,OBP_vs_rhp_10,SLG_vs_rhp_10,OPS_vs_rhp_10,G_vs_rhp_15,AB_vs_rhp_15,H_vs_rhp_15,HR_vs_rhp_15,RBI_vs_rhp_15,PA_vs_rhp_15,AVG_vs_rhp_15,OBP_vs_rhp_15,SLG_vs_rhp_15,OPS_vs_rhp_15,BB%_vs_rhp,K%_vs_rhp,BB/K_vs_rhp,ISO_vs_rhp,BABIP_vs_rhp,wOBA_vs_rhp,wRC+_vs_rhp,G_vs_lhp,AB_vs_lhp,H_vs_lhp,HR_vs_lhp,RBI_vs_lhp,PA_vs_lhp,AVG_vs_lhp,OBP_vs_lhp,SLG_vs_lhp,OPS_vs_lhp,G_vs_lhp_5,AB_vs_lhp_5,H_vs_lhp_5,HR_vs_lhp_5,RBI_vs_lhp_5,PA_vs_lhp_5,AVG_vs_lhp_5,OBP_vs_lhp_5,SLG_vs_lhp_5,OPS_vs_lhp_5,G_vs_lhp_10,AB_vs_lhp_10,H_vs_lhp_10,HR_vs_lhp_10,RBI_vs_lhp_10,PA_vs_lhp_10,AVG_vs_lhp_10,OBP_vs_lhp_10,SLG_vs_lhp_10,OPS_vs_lhp_10,G_vs_lhp_15,AB_vs_lhp_15,H_vs_lhp_15,HR_vs_lhp_15,RBI_vs_lhp_15,PA_vs_lhp_15,AVG_vs_lhp_15,OBP_vs_lhp_15,SLG_vs_lhp_15,OPS_vs_lhp_15,BB%_vs_lhp,K%_vs_lhp,BB/K_vs_lhp,ISO_vs_lhp,BABIP_vs_lhp,wOBA_vs_lhp,wRC+_vs_lhp,EV,Barrel%,Hard Hit %,xBA,xwOBA,Heart_Swing,Heart_Take,Heart_Run,Shadow_Swing,Shadow_Take,Shadow_Run,Chase_Swing,Chase_Take,Chase_Run,Waste_Swing,Waste_Take,Waste_Run,4seam_fastball_HardHit%,changeup_HardHit%,curveball_HardHit%,cutter_HardHit%,sinker_HardHit%,slider_HardHit%,sweeper_HardHit%,4seam_fastball_RV100,changeup_RV100,curveball_RV100,cutter_RV100,sinker_RV100,slider_RV100,sweeper_RV100,4seam_fastball_wOBA,changeup_wOBA,curveball_wOBA,cutter_wOBA,sinker_wOBA,slider_wOBA,sweeper_wOBA,4seam_fastball_xwOBA,changeup_xwOBA,curveball_xwOBA,cutter_xwOBA,sinker_xwOBA,slider_xwOBA,sweeper_xwOBA,Team Name,Weather Team Name,Park_Factor_Basic,Park_Factor_1B,Park_Factor_2B,Park_Factor_3B,Park_Factor_HR,Park_Factor_SO,Park_Factor_BB,Park_Factor_GB,Park_Factor_FB,Park_Factor_LD,Park_Factor_IFFB,Park_Factor_FIP,TB,AB,IBB,XBH,H,CS,BB,RBI,HBP,SB,2B,R,SH,PA,SO,3B,SF,GIDP,HR,Actual Stat,Hit
marcus semien,IF,TEX,Hitter Fantasy Score,5.5,MIN,Target Field,76.82,46,8.84,205,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Twins,simeon woods richardson,right,63,175,36,6,25,199,0.206,0.291,0.326,0.617,5,16,6,2,5,17,0.375,0.412,0.875,1.287,10,26,11,3,8,30,0.423,0.5,0.885,1.385,15,41,13,3,9,47,0.317,0.383,0.61,0.993,10.1%,19.1%,0.53,0.12,0.226,0.28,77.0,30,50,13,0,2,58,0.26,0.345,0.28,0.625,5,6,4,0,1,7,0.667,0.714,0.667,1.381,10,15,5,0,1,18,0.333,0.444,0.333,0.778,15,24,7,0,1,28,0.292,0.393,0.292,0.685,12.1%,27.6%,0.44,0.02,0.371,0.29,84.0,88.6,7.5%,36.8%,0.248,0.327,214.0,47.0,-9.0,245.0,195.0,-11.0,43.0,184.0,7.0,3.0,95.0,6.0,39.1,,,,48.7,36.0,,-0.5,,,,0.5,-2.8,,0.324,,,,0.375,0.17,,0.333,,,,0.407,0.275,,Rangers,Twins,100,99,100,98,104,101,101,99,103,99,96,102,1,4,0,0,1,0,1,0,0,1,0,2,0,5,0,0,0,0,0,14.0,1
josh smith,IF,TEX,Hitter Fantasy Score,6.0,MIN,Target Field,76.82,46,8.84,205,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Twins,simeon woods richardson,right,52,151,42,5,13,165,0.278,0.339,0.444,0.783,5,14,5,0,0,15,0.357,0.4,0.429,0.829,10,31,10,1,4,32,0.323,0.344,0.516,0.86,15,45,11,1,5,48,0.244,0.292,0.4,0.692,7.9%,13.9%,0.57,0.166,0.301,0.342,121.0,29,42,10,0,3,50,0.238,0.327,0.238,0.565,5,6,1,0,0,8,0.167,0.375,0.167,0.542,10,12,2,0,1,15,0.167,0.267,0.167,0.433,15,19,4,0,1,22,0.211,0.273,0.211,0.483,12.0%,36.0%,0.33,0.0,0.4,0.267,68.0,88.4,5.8%,36.4%,0.266,0.323,186.0,72.0,-4.0,187.0,191.0,-1.0,35.0,137.0,6.0,3.0,41.0,2.0,38.9,,,,38.1,38.9,,-0.7,,,,1.0,1.5,,0.313,,,,0.4,0.381,,0.317,,,,0.386,0.33,,Rangers,Twins,100,99,100,98,104,101,101,99,103,99,96,102,2,6,0,0,2,0,0,1,0,0,0,0,0,6,0,0,0,0,0,8.0,1
trevor larnach,OF,MIN,Hitter Fantasy Score,5.5,TEX,Target Field,76.82,46,8.84,205,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Rangers,tyler mahle,right,63,189,53,9,28,213,0.28,0.349,0.466,0.815,5,12,2,1,2,14,0.167,0.214,0.417,0.631,10,34,12,2,8,36,0.353,0.361,0.559,0.92,15,49,16,2,8,51,0.327,0.333,0.49,0.823,8.9%,19.7%,0.45,0.185,0.314,0.354,130.0,34,54,9,1,4,57,0.167,0.211,0.259,0.47,5,9,2,1,1,10,0.222,0.3,0.556,0.856,10,16,2,1,1,18,0.125,0.222,0.313,0.535,15,23,4,1,1,25,0.174,0.24,0.348,0.588,5.3%,28.1%,0.19,0.093,0.216,0.211,30.0,90.8,7.4%,44.1%,0.266,0.328,208.0,82.0,-2.0,206.0,233.0,0.0,61.0,179.0,5.0,4.0,67.0,3.0,43.9,26.3,55.6,,55.2,42.9,,-0.1,3.8,-0.6,,1.2,-1.0,,0.325,0.423,0.258,,0.405,0.278,,0.379,0.397,0.171,,0.316,0.219,,Twins,Twins,100,99,104,94,99,101,102,99,102,97,103,100,2,4,0,1,1,0,0,0,0,0,1,1,0,4,1,0,0,0,0,7.0,1
wyatt langford,OF,TEX,Hitter Fantasy Score,6.5,MIN,Target Field,76.82,46,8.84,205,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Twins,simeon woods richardson,right,54,153,35,7,20,170,0.229,0.288,0.412,0.7,5,17,3,0,2,18,0.176,0.222,0.235,0.458,10,30,4,0,3,35,0.133,0.229,0.167,0.395,15,46,8,1,4,51,0.174,0.235,0.261,0.496,7.6%,25.3%,0.3,0.183,0.264,0.303,93.0,32,54,12,4,6,65,0.222,0.354,0.463,0.817,5,10,2,1,2,10,0.2,0.2,0.5,0.7,10,18,4,2,3,20,0.222,0.3,0.556,0.856,15,25,5,2,3,29,0.2,0.31,0.44,0.75,16.9%,26.2%,0.65,0.241,0.242,0.361,134.0,91.6,13.3%,50.0%,0.247,0.354,193.0,80.0,0.0,183.0,207.0,-7.0,37.0,162.0,5.0,4.0,73.0,5.0,54.0,,,,53.5,44.4,,0.9,,,,0.3,0.9,,0.385,,,,0.353,0.313,,0.412,,,,0.335,0.489,,Rangers,Twins,100,99,100,98,104,101,101,99,103,99,96,102,5,6,0,1,2,0,0,1,0,0,0,1,0,6,0,0,0,0,1,17.0,1
jake burger,IF,TEX,Hitter Fantasy Score,3.5,MIN,Target Field,76.82,46,8.84,205,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Twins,simeon woods richardson,right,52,149,32,6,13,155,0.215,0.245,0.396,0.641,5,17,5,2,2,18,0.294,0.333,0.706,1.039,10,29,8,2,2,30,0.276,0.3,0.517,0.817,15,49,11,3,5,50,0.224,0.24,0.469,0.709,2.6%,27.1%,0.1,0.181,0.257,0.279,77.0,23,44,11,3,12,49,0.25,0.286,0.5,0.786,5,8,2,0,2,8,0.25,0.25,0.375,0.625,10,21,6,2,7,21,0.286,0.286,0.667,0.952,15,31,9,2,10,34,0.29,0.294,0.548,0.843,4.1%,20.4%,0.2,0.25,0.242,0.331,113.0,90.9,14.7%,49.7%,0.246,0.329,147.0,56.0,3.0,179.0,127.0,-13.0,46.0,78.0,1.0,7.0,66.0,3.0,65.4,,,,61.1,38.5,,-2.3,,,,-1.5,-0.7,,0.226,,,,0.317,0.265,,0.348,,,,0.441,0.239,,Rangers,Twins,100,99,100,98,104,101,101,99,103,99,96,102,1,6,0,0,1,0,0,0,0,0,0,2,0,6,1,0,0,0,0,7.0,1
bobby witt,IF,KC,Hitter Fantasy Score,7.5,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,62,211,60,8,32,236,0.284,0.343,0.493,0.836,5,17,5,1,2,19,0.294,0.368,0.471,0.839,10,36,10,3,9,41,0.278,0.341,0.583,0.925,15,58,15,3,11,64,0.259,0.297,0.483,0.78,8.1%,20.8%,0.39,0.209,0.329,0.356,126.0,25,47,15,0,5,53,0.319,0.377,0.489,0.867,5,13,3,0,0,13,0.231,0.231,0.308,0.538,10,26,6,0,0,28,0.231,0.286,0.385,0.67,15,30,8,0,2,33,0.267,0.333,0.433,0.767,7.5%,11.3%,0.67,0.17,0.357,0.355,125.0,93.0,12.5%,48.6%,0.303,0.38,233.0,60.0,1.0,237.0,176.0,0.0,69.0,173.0,7.0,4.0,99.0,5.0,60.4,29.2,,39.1,66.7,37.8,,0.6,2.7,,0.1,-0.2,0.4,,0.367,0.369,,0.358,0.368,0.288,,0.397,0.373,,0.395,0.415,0.332,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,0
aaron judge,OF,NYY,Hitter Fantasy Score,9.5,KC,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Royals,noah cameron,left,62,195,76,16,40,229,0.39,0.476,0.723,1.199,5,14,7,2,4,18,0.5,0.611,1.071,1.683,10,27,11,5,7,32,0.407,0.5,1.037,1.537,15,41,16,6,9,50,0.39,0.5,0.902,1.402,13.1%,24.0%,0.55,0.333,0.48,0.502,233.0,25,45,19,7,15,59,0.422,0.559,0.978,1.537,5,8,3,0,1,10,0.375,0.5,0.5,1.0,10,20,7,1,2,26,0.35,0.5,0.6,1.1,15,25,9,3,5,34,0.36,0.529,0.8,1.329,23.7%,15.3%,1.56,0.556,0.414,0.604,304.0,95.5,23.7%,56.5%,0.333,0.473,214.0,65.0,28.0,228.0,222.0,0.0,46.0,205.0,8.0,1.0,94.0,7.0,67.4,38.1,,,62.2,56.7,27.3,3.9,5.4,,,9.1,1.8,3.6,0.551,0.479,,,0.651,0.44,0.519,0.498,0.415,,,0.6,0.402,0.434,Yankees,Royals,100,98,97,85,107,101,100,98,104,98,102,103,5,5,0,1,2,0,0,3,0,0,0,1,0,5,2,0,0,0,1,21.0,1
vinnie pasquantino,IF,KC,Hitter Fantasy Score,5.0,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,61,199,60,9,27,217,0.302,0.359,0.477,0.837,5,16,10,2,3,18,0.625,0.667,1.0,1.667,10,28,14,2,4,34,0.5,0.588,0.714,1.303,15,47,24,2,5,55,0.511,0.582,0.66,1.241,6.9%,12.9%,0.54,0.176,0.315,0.364,132.0,33,55,11,1,11,59,0.2,0.237,0.273,0.51,5,7,2,0,4,7,0.286,0.286,0.429,0.714,10,20,4,0,4,21,0.2,0.238,0.25,0.488,15,29,6,0,4,30,0.207,0.233,0.241,0.475,3.4%,30.5%,0.11,0.073,0.27,0.228,37.0,91.4,8.1%,45.9%,0.275,0.338,193.0,83.0,1.0,236.0,187.0,-5.0,51.0,161.0,6.0,6.0,87.0,5.0,46.8,37.1,58.8,,51.9,47.4,,1.0,0.8,-1.7,,-2.5,3.6,,0.385,0.289,0.227,,0.253,0.517,,0.389,0.296,0.272,,0.262,0.405,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,1,4,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,5.0,1
salvador perez,C,KC,Hitter Fantasy Score,5.0,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,60,194,44,5,28,207,0.227,0.267,0.371,0.638,5,17,3,1,2,18,0.176,0.222,0.412,0.634,10,36,8,1,2,37,0.222,0.243,0.361,0.604,15,55,13,3,7,58,0.236,0.276,0.436,0.712,4.3%,21.3%,0.2,0.144,0.267,0.28,73.0,30,51,12,0,3,53,0.235,0.264,0.294,0.558,5,7,3,0,3,7,0.429,0.429,0.429,0.857,10,17,6,0,3,18,0.353,0.389,0.412,0.801,15,28,8,0,3,29,0.286,0.31,0.321,0.632,3.8%,24.5%,0.15,0.059,0.316,0.24,45.0,90.5,13.2%,45.8%,0.282,0.347,173.0,55.0,-5.0,272.0,98.0,-9.0,87.0,129.0,1.0,15.0,96.0,3.0,56.0,21.1,,,51.3,50.0,,-1.4,-3.2,,,-0.5,-3.3,,0.29,0.172,,,0.316,0.134,,0.384,0.257,,,0.414,0.283,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,2,4,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6.0,1
maikel garcia,IF,KC,Hitter Fantasy Score,6.5,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,61,189,60,5,26,213,0.317,0.382,0.487,0.869,5,17,4,1,2,19,0.235,0.316,0.471,0.786,10,36,12,1,4,39,0.333,0.385,0.528,0.912,15,56,19,1,9,62,0.339,0.387,0.464,0.851,9.4%,11.7%,0.8,0.169,0.342,0.379,142.0,26,45,13,2,5,49,0.289,0.347,0.489,0.836,5,8,2,1,2,9,0.25,0.333,0.75,1.083,10,19,4,2,3,22,0.211,0.318,0.579,0.897,15,28,6,2,4,31,0.214,0.29,0.464,0.755,8.2%,26.5%,0.31,0.2,0.367,0.364,132.0,91.2,6.5%,43.7%,0.289,0.348,178.0,107.0,-3.0,188.0,237.0,2.0,34.0,176.0,7.0,2.0,75.0,4.0,45.2,,,,63.2,42.9,,-0.7,,,,1.3,-0.1,,0.302,,,,0.436,0.333,,0.332,,,,0.341,0.346,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,2.0,0
jonathan india,IF,KC,Hitter Fantasy Score,5.0,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,53,187,44,2,13,209,0.235,0.311,0.316,0.627,5,17,4,1,4,19,0.235,0.263,0.471,0.734,10,38,13,1,5,41,0.342,0.366,0.447,0.813,15,52,15,1,5,58,0.288,0.345,0.385,0.729,9.6%,13.9%,0.69,0.081,0.269,0.288,79.0,21,40,12,0,4,48,0.3,0.396,0.35,0.746,5,10,2,0,0,11,0.2,0.273,0.2,0.473,10,24,7,0,1,27,0.292,0.37,0.375,0.745,15,27,10,0,4,32,0.37,0.438,0.444,0.882,12.5%,16.7%,0.75,0.05,0.364,0.34,115.0,88.6,4.7%,36.6%,0.27,0.331,200.0,125.0,-16.0,223.0,272.0,-1.0,26.0,173.0,9.0,2.0,59.0,4.0,36.2,,,,45.5,22.6,,-0.9,,,,-0.5,-1.5,,0.293,,,,0.325,0.247,,0.358,,,,0.355,0.265,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,4,4,0,1,1,0,1,1,0,0,0,1,0,5,1,0,0,0,1,16.0,1
paul goldschmidt,IF,NYY,Hitter Fantasy Score,7.5,KC,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Royals,noah cameron,left,58,182,48,3,21,193,0.264,0.297,0.357,0.654,5,15,2,1,1,16,0.133,0.188,0.333,0.521,10,30,4,2,2,31,0.133,0.161,0.333,0.495,15,45,9,2,4,46,0.2,0.217,0.378,0.595,4.1%,20.2%,0.21,0.093,0.319,0.289,84.0,31,55,26,4,8,68,0.473,0.574,0.818,1.392,5,7,0,0,0,8,0.0,0.125,0.0,0.125,10,18,6,0,0,24,0.333,0.5,0.444,0.944,15,25,8,1,1,33,0.32,0.485,0.52,1.005,17.6%,10.3%,1.71,0.345,0.5,0.577,285.0,89.7,7.8%,39.9%,0.286,0.35,219.0,89.0,0.0,200.0,188.0,-2.0,61.0,168.0,8.0,2.0,73.0,4.0,47.5,,,,42.5,44.4,,-0.5,,,,0.4,2.0,,0.339,,,,0.385,0.354,,0.381,,,,0.35,0.39,,Yankees,Royals,100,98,97,85,107,101,100,98,104,98,102,103,1,5,0,0,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,5.0,0
cody bellinger,OF,NYY,Hitter Fantasy Score,6.5,KC,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Royals,noah cameron,left,55,163,37,7,21,186,0.227,0.312,0.411,0.723,5,15,3,1,2,16,0.2,0.25,0.533,0.783,10,28,6,1,4,34,0.214,0.353,0.393,0.746,15,40,10,2,5,46,0.25,0.348,0.45,0.798,10.8%,18.8%,0.57,0.184,0.244,0.316,103.0,32,55,20,2,14,64,0.364,0.406,0.582,0.988,5,8,4,0,1,9,0.5,0.556,0.5,1.056,10,22,7,0,2,25,0.318,0.36,0.455,0.815,15,30,12,1,9,35,0.4,0.457,0.633,1.09,9.4%,7.8%,1.2,0.218,0.353,0.415,172.0,90.0,9.8%,43.2%,0.255,0.342,178.0,84.0,-6.0,229.0,212.0,-1.0,60.0,173.0,8.0,4.0,80.0,5.0,44.8,25.0,,40.0,52.0,48.0,,1.1,1.6,,-0.1,1.4,-2.4,,0.408,0.374,,0.324,0.445,0.152,,0.437,0.229,,0.277,0.398,0.27,,Yankees,Royals,100,98,97,85,107,101,100,98,104,98,102,103,1,5,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,5.0,0
jac caglianone,IF,KC,Hitter Fantasy Score,4.5,NYY,Kauffman Stadium,83.64,43,3.65,217,Tailwind: fly balls likely to carry → helps hitters.,base,Tue 7:40 PM,Yankees,max fried,left,6,15,4,0,1,15,0.267,0.267,0.333,0.6,5,12,4,0,1,12,0.333,0.333,0.417,0.75,6,15,4,0,1,15,0.267,0.267,0.333,0.6,6,15,4,0,1,15,0.267,0.267,0.333,0.6,0.0%,13.3%,0.0,0.067,0.308,0.262,61.0,6,10,2,0,0,10,0.2,0.2,0.3,0.5,5,8,2,0,0,8,0.25,0.25,0.375,0.625,6,10,2,0,0,10,0.2,0.2,0.3,0.5,6,10,2,0,0,10,0.2,0.2,0.3,0.5,0.0%,20.0%,0.0,0.1,0.25,0.216,28.0,92.9,14.3%,57.1%,0.343,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Royals,Royals,105,105,109,116,95,96,101,104,101,107,98,100,1,4,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5.0,1
christian yelich,OF,MIL,Hitter Fantasy Score,6.5,ATL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Braves,grant holmes,right,59,155,39,12,32,178,0.252,0.343,0.51,0.852,5,7,0,0,0,11,0.0,0.364,0.0,0.364,10,21,6,2,3,26,0.286,0.423,0.571,0.995,15,35,13,5,11,42,0.371,0.476,0.8,1.276,11.8%,23.0%,0.51,0.258,0.262,0.366,135.0,42,85,17,1,9,94,0.2,0.277,0.247,0.524,5,12,3,0,0,12,0.25,0.25,0.25,0.5,10,22,9,1,4,23,0.409,0.435,0.591,1.026,15,31,10,1,4,32,0.323,0.344,0.452,0.795,7.4%,34.0%,0.22,0.047,0.308,0.245,52.0,91.1,7.1%,47.0%,0.248,0.328,203.0,88.0,-2.0,237.0,235.0,-7.0,53.0,181.0,7.0,8.0,88.0,5.0,59.0,,,42.9,43.3,54.2,,-0.2,,,-0.7,-1.0,0.6,,0.332,,,0.349,0.29,0.328,,0.347,,,0.379,0.359,0.312,,Brewers,Brewers,100,97,96,102,105,103,102,96,102,97,103,101,1,4,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3.0,0
ronald acuna,OF,ATL,Hitter Fantasy Score,9.5,MIL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Brewers,quinn priester,right,15,45,16,4,7,54,0.356,0.463,0.644,1.107,5,15,3,1,1,20,0.2,0.4,0.4,0.8,10,30,11,2,4,37,0.367,0.486,0.567,1.053,15,45,16,4,7,54,0.356,0.463,0.644,1.107,16.7%,27.8%,0.6,0.289,0.462,0.47,206.0,8,14,2,1,1,15,0.143,0.2,0.429,0.629,5,9,2,1,1,9,0.222,0.222,0.667,0.889,10,19,5,2,4,20,0.263,0.3,0.684,0.984,15,30,6,3,5,33,0.2,0.273,0.567,0.839,6.7%,46.7%,0.14,0.286,0.167,0.269,68.0,97.1,18.9%,67.6%,0.263,0.406,61.0,23.0,-1.0,59.0,65.0,2.0,9.0,58.0,4.0,1.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,Brewers,101,102,98,102,98,102,100,101,98,100,94,98,3,4,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,11.0,1
austin riley,IF,ATL,Hitter Fantasy Score,7.0,MIL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Brewers,quinn priester,right,65,210,61,8,29,228,0.29,0.346,0.462,0.808,5,20,9,0,1,20,0.45,0.45,0.6,1.05,10,36,11,1,2,37,0.306,0.324,0.472,0.797,15,48,16,2,6,52,0.333,0.385,0.563,0.947,6.6%,27.6%,0.24,0.171,0.381,0.353,126.0,29,57,15,3,6,60,0.263,0.3,0.439,0.739,5,12,4,1,1,12,0.333,0.333,0.583,0.917,10,21,5,1,1,22,0.238,0.273,0.381,0.654,15,34,8,1,1,36,0.235,0.278,0.324,0.601,5.0%,26.7%,0.19,0.175,0.316,0.323,105.0,92.7,15.4%,52.7%,0.273,0.353,265.0,85.0,-1.0,274.0,210.0,0.0,54.0,195.0,5.0,5.0,91.0,5.0,55.2,,,,57.1,57.1,50.0,-0.6,,,,4.1,-1.4,3.0,0.302,,,,0.539,0.242,0.436,0.331,,,,0.477,0.321,0.409,Braves,Brewers,101,102,98,102,98,102,100,101,98,100,94,98,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0.0,0
matt olson,IF,ATL,Hitter Fantasy Score,6.5,MIL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Brewers,quinn priester,right,64,176,40,10,27,211,0.227,0.355,0.455,0.81,5,12,3,1,6,19,0.25,0.526,0.667,1.193,10,25,6,1,8,34,0.24,0.441,0.48,0.921,15,40,9,2,9,50,0.225,0.38,0.475,0.855,15.6%,20.4%,0.77,0.227,0.244,0.357,128.0,36,64,17,4,12,72,0.266,0.319,0.516,0.835,5,13,3,1,2,13,0.231,0.231,0.538,0.769,10,24,4,2,3,24,0.167,0.167,0.458,0.625,15,33,8,3,5,34,0.242,0.235,0.576,0.811,8.3%,31.9%,0.26,0.25,0.333,0.355,127.0,94.2,18.8%,56.3%,0.269,0.4,220.0,95.0,0.0,277.0,285.0,-5.0,47.0,237.0,10.0,3.0,92.0,6.0,63.2,55.2,46.2,,60.9,64.0,,1.9,1.4,-2.7,,1.4,2.1,,0.437,0.331,0.135,,0.401,0.379,,0.485,0.343,0.304,,0.418,0.469,,Braves,Brewers,101,102,98,102,98,102,100,101,98,100,94,98,2,4,0,1,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,5.0,0
marcell ozuna,DH,ATL,Hitter Fantasy Score,6.0,MIL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Brewers,quinn priester,right,62,172,45,8,26,214,0.262,0.397,0.43,0.827,5,17,3,0,5,19,0.176,0.263,0.235,0.498,10,32,5,0,5,36,0.156,0.25,0.188,0.438,15,44,9,0,5,51,0.205,0.314,0.227,0.541,17.8%,22.9%,0.78,0.169,0.316,0.37,138.0,28,46,12,2,4,58,0.261,0.414,0.435,0.849,5,12,4,1,1,13,0.333,0.385,0.583,0.968,10,19,7,2,4,22,0.368,0.455,0.684,1.139,15,32,9,2,4,37,0.281,0.378,0.5,0.878,20.7%,22.4%,0.92,0.174,0.323,0.376,142.0,91.6,12.0%,51.3%,0.269,0.393,182.0,116.0,1.0,220.0,280.0,-4.0,40.0,218.0,11.0,3.0,119.0,7.0,65.4,,,,52.4,40.9,,1.7,,,,2.8,0.7,,0.402,,,,0.489,0.326,,0.441,,,,0.434,0.318,,Braves,Brewers,101,102,98,102,98,102,100,101,98,100,94,98,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0
brice turang,IF,MIL,Hitter Fantasy Score,7.0,ATL,American Family Field,70.65,63,6.82,277,Crosswind: pushes balls to foul lines. Neutral-ish for hitters.,base,Tue 7:40 PM,Braves,grant holmes,right,59,161,43,3,20,191,0.267,0.366,0.36,0.727,5,15,2,0,0,18,0.133,0.278,0.2,0.478,10,28,5,0,3,36,0.179,0.333,0.25,0.583,15,44,8,0,4,53,0.182,0.302,0.227,0.529,13.6%,18.8%,0.72,0.093,0.32,0.329,110.0,41,77,20,1,5,84,0.26,0.313,0.325,0.638,5,8,3,0,0,11,0.375,0.545,0.5,1.045,10,17,4,0,1,20,0.235,0.35,0.353,0.703,15,24,6,0,1,28,0.25,0.357,0.333,0.69,7.1%,26.2%,0.27,0.065,0.352,0.288,82.0,91.1,7.1%,45.1%,0.281,0.352,256.0,113.0,-9.0,240.0,257.0,0.0,44.0,197.0,9.0,2.0,72.0,4.0,61.4,30.8,,,37.1,42.3,,-0.4,0.9,,,0.4,-0.8,,0.359,0.271,,,0.384,0.247,,0.395,0.333,,,0.361,0.267,,Brewers,Brewers,100,97,96,102,105,103,102,96,102,97,103,101,0,3,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,2.0,0
